timestamp,reqType,service,rt,numberOfReqs 
1421503281540,local,scaleVideo,26116,1
1421503282932,local,transcodeVideo,1390,1
1421503284396,local,bitDepthReduction,1463,1
1421503284397,local,videoProvisioner,30910,1
1421503297516,local,checkIfAvailable,14,1
1421503297844,local,downloadVideo,327,1
1421503297845,local,getVideoResource,343,1
1421503302196,local,checkIfAvailable,673,1
1421503303443,local,downloadVideo,1246,1
1421503303443,local,getVideoResource,1921,1
1421503318765,local,checkIfAvailable,1252,1
1421503319181,local,scaleVideo,21335,1
1421503319930,local,transcodeVideo,748,1
1421503321173,local,downloadVideo,2406,1
1421503321174,local,getVideoResource,3666,1
1421503324981,local,bitDepthReduction,5050,1
1421503324982,local,videoProvisioner,27481,1
1421503329357,local,scaleVideo,25913,1
1421503330881,local,transcodeVideo,1523,1
1421503331285,local,bitDepthReduction,402,1
