timestamp,reqType,service,rt,numberOfReqs 
1422217312778,local,downloadVideo,2899,1
1422217312778,local,getVideoResource,6600,1
1422217313139,local,transcodeVideo,1021,1
1422217314471,local,bitDepthReduction,1332,1
1422217314472,local,videoProvisioner,30779,1
1422217335523,local,scaleVideo,22744,1
1422217335791,local,transcodeVideo,267,1
1422217336159,local,bitDepthReduction,368,1
1422217336667,local,checkIfSubtitlesAvailable,507,1
1422217337071,local,checkIfSubtitlesExists,404,1
1422217337859,local,getDefaultSubtitle,788,1
1422217338071,local,translateSubtitleToLanguage,212,1
1422217338071,local,getSubtitles,1911,1
1422217338259,local,applySubtitles,184,1
1422217338259,local,videoProvisioner,32082,1
1422217572991,local,checkIfAvailable,449,1
1422217574711,local,downloadVideo,1720,1
1422217574712,local,getVideoResource,2170,1
1422217595043,local,scaleVideo,20330,1
1422217595351,local,transcodeVideo,308,1
1422217595715,local,bitDepthReduction,364,1
1422217595716,local,videoProvisioner,23175,1
1422200669475,local,checkIfAvailable,420,1
1422200669618,local,downloadVideo,139,1
1422200669619,local,getVideoResource,564,1
1422200693469,local,scaleVideo,23850,1
1422200694313,local,transcodeVideo,843,1
1422200694590,local,bitDepthReduction,276,1
1422200694590,local,videoProvisioner,25536,1
1422200718282,remote,bitDepthReduction,1530,1
1422200728554,local,checkIfAvailable,1529,1
1422200730329,local,downloadVideo,1775,1
1422200730330,local,getVideoResource,3307,1
1422200750718,local,scaleVideo,20386,1
1422200752205,local,transcodeVideo,1486,1
1422200753129,local,bitDepthReduction,922,1
1422200753130,local,videoProvisioner,26107,1
1422200782341,local,checkIfAvailable,2074,1
1422200783961,local,downloadVideo,1619,1
1422200783962,local,getVideoResource,3695,1
1422200807801,local,scaleVideo,23838,1
1422200810057,local,transcodeVideo,2255,1
1422200810945,local,bitDepthReduction,887,1
1422200810946,local,videoProvisioner,30681,1
1422200872897,local,checkIfAvailable,2124,1
1422200872949,local,downloadVideo,51,1
1422200872950,local,getVideoResource,2177,1
1422200892549,local,scaleVideo,19598,1
1422200892821,local,transcodeVideo,271,1
1422200894101,local,bitDepthReduction,1279,1
1422200895030,local,checkIfSubtitlesAvailable,927,1
1422200897101,local,checkIfSubtitlesExists,2071,1
1422200897865,local,getDefaultSubtitle,763,1
1422200897866,local,getSubtitles,3764,1
1422200897954,local,applySubtitles,87,1
1422200897954,local,videoProvisioner,27182,1
1422200983117,local,checkIfAvailable,536,1
1422200983118,local,getVideoResource,538,1
1422200992417,local,scaleVideo,9298,1
1422200994389,local,transcodeVideo,1971,1
1422200994417,local,bitDepthReduction,27,1
1422200994418,local,videoProvisioner,11838,1
1422201001453,remote,checkIfAvailable,517,1
1422201028489,local,checkIfAvailable,1522,1
1422201031061,local,downloadVideo,2571,1
1422201031063,local,getVideoResource,4096,1
1422201045425,local,checkIfAvailable,1096,1
1422201045629,local,downloadVideo,203,1
1422201045630,local,getVideoResource,1302,1
1422201051755,local,scaleVideo,20691,1
1422201053254,local,transcodeVideo,1498,1
1422201056346,local,bitDepthReduction,3091,1
1422201056347,local,videoProvisioner,29381,1
1422201070537,local,scaleVideo,24907,1
1422201071377,local,transcodeVideo,839,1
1422201072097,local,bitDepthReduction,719,1
1422201072098,local,videoProvisioner,27771,1
1422201116097,local,checkIfAvailable,2327,1
1422201120065,local,downloadVideo,3966,1
1422201120066,local,getVideoResource,6297,1
1422201142649,local,scaleVideo,22582,1
1422201142829,local,transcodeVideo,179,1
1422201143333,local,bitDepthReduction,503,1
1422201143334,local,videoProvisioner,29565,1
1422201154945,local,checkIfAvailable,2115,1
1422201159150,local,downloadVideo,4204,1
1422201159150,local,getVideoResource,6320,1
1422201183489,local,scaleVideo,24338,1
1422201184525,local,transcodeVideo,1035,1
